BODY,BODY NAME,SERVICE CODE,ORGANISATIONAL UNIT,ORGANISATIONAL UNIT CODE,EXPENDITURE CATEGORY,EXPENDITURE CODE,DATE (POSTING DATE),TRANSACTION NUMBER,AMOUNT,SUPPLIER NAME,SUPPLIER ID,Year,Month
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,Accountancy and Financial Planning,10100,Computer Software - Maintenance,450850,18/07/2019,5100398038,552.0,Advanced Business Solutions,113651,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Traffic Management,44310,Advertisings-Jobs,190000,05/06/2020,5100430537,1100.0,Hemming Group Ltd,104779,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,Recruitment & Advertising,52123,Subscriptions,470000,09/12/2020,5100434122,520.0,Cantium Business Solutions Ltd,462309,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Frontline Social Work Pods,31020,Fees (Including Agents Fees),441450,14/07/2020,5100434230,4123.98,Carter Brown The Expert Service,115269,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,Recruitment & Advertising,52123,Subscriptions,470000,09/12/2020,5100436513,515.5,Cantium Business Solutions Ltd,462309,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,IT - Contracts,23600,Computer Software - Maintenance,450850,01/12/2020,5100437121,509.5,Tyco Integrated Fire & Security,105428,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,CIN Team 6,31016,Fees (Including Agents Fees),441450,28/08/2020,5100438004,899.0,Orchid Cellmark Ltd,109099,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Recreation & Games,41431,Materials,400500,03/09/2020,5100438367,695.0,Pitchworks Ltd,100388,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,New Town House,45168,Consult.& Prof. Serv,440000,01/12/2020,5100438869,19550.0,BESA Publications Ltd,115184,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Priority Infrastructure,82009,Consult.& Prof. Serv,440000,01/12/2020,5100439041,146399.63,Mott Macdonald Ltd,104950,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Holding Account,41311,Veh Maint. Materials,300000,01/12/2020,5100439076,1225.0,F R Sharrock Ltd,105122,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Highways LTP,82004,Consult.& Prof. Serv,440000,30/11/2020,5100440037,10580.0,Blue Arrow Traffic Management Ltd,109292,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Highways LTP,82004,Consult.& Prof. Serv,440000,30/11/2020,5100440038,28715.0,Blue Arrow Traffic Management Ltd,109292,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Highways LTP,82004,Environmental Works,531050,30/11/2020,5100440039,2800.0,Blue Arrow Traffic Management Ltd,109292,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Facilities Management,41422,Materials,400500,29/09/2020,5100440294,12078.0,Bounceback Safety Surfaces Ltd,106410,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Holding Account,41311,Tyres,300250,03/12/2020,5100440813,3697.07,Lodge Tyre Company,105203,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,COR,Investment Property Acquisitions,62095,Consult.& Prof. Serv,440000,03/12/2020,5100441011,5129.0,Gerald Eve LLP,117952,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Holding Account,41311,Vehicle Hire Charges,320000,14/12/2020,5100441135,638.55,Carroll Plant Ltd,101548,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Highways LTP,82004,Materials,400500,08/12/2020,5100441608,12502.92,Mallatite Ltd,104914,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Highways Adoption,44550,Public Rights Of Way,531900,13/10/2020,5100441779,2498.1,McEwan Contractors Ltd,103366,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Highways Drainage,44270,Materials,400500,01/12/2020,5100442148,10988.0,Empire Ground Care Ltd,115905,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,Transformation Team,52210,Stationery,430150,06/12/2020,5100442611,2050.0,Computer Futures,116968,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Highways Adoption,44550,Public Rights Of Way,531900,23/10/2020,5100442627,4404.62,Redfox Countryside Services,110239,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Care Call,54550,Equipment Purchase & Contract,400000,11/11/2020,5100442628,739.8,Cair (UK) Ltd,117944,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,New Bus Depot Dallam Lane,40048,Consult.& Prof. Serv,440000,02/12/2020,5100442679,10323.0,Turner & Townsend,103560,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Facilities Management,41422,Materials,400500,27/10/2020,5100442989,1900.0,Bounceback Safety Surfaces Ltd,106410,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Facilities Management,41422,Materials,400500,27/10/2020,5100442990,1600.0,Bounceback Safety Surfaces Ltd,106410,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Strategic Transportation,44510,Consult.& Prof. Serv,440000,09/12/2020,5100443523,3400.0,Mott Macdonald Ltd,104950,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,On Street Car Parking,44323,Events on the Highway,531350,01/12/2020,5100443615,10097.71,NSL Services Group,113509,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,The Forge Car Park Stockton Heath,44324,Car Park Attendants,530250,01/12/2020,5100443615,2074.48,NSL Services Group,113509,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,On Street Car Parking,44323,Car Park Attendants,530250,01/12/2020,5100443615,29338.2,NSL Services Group,113509,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Surface Car Parks,44322,Car Park Attendants,530250,01/12/2020,5100443615,7108.93,NSL Services Group,113509,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Time Square MSCP,44321,Car Park Attendants,530250,01/12/2020,5100443615,34468.53,NSL Services Group,113509,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Walton Estate,41430,Car Park Attendants,530250,01/12/2020,5100443615,2077.83,NSL Services Group,113509,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Environment & Regeneration Other,82002,Consult.& Prof. Serv,440000,01/12/2020,5100443623,1108.79,TLT Solicitors,115669,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Environment & Regeneration Other,82002,Consult.& Prof. Serv,440000,01/12/2020,5100443623,45000.0,TLT Solicitors,115669,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,One - Off ICT Costs,23200,Supplies & Services - Covid 19,499919,06/11/2020,5100443644,2596.0,Phoenix Software Ltd,105022,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Highways LTP,82004,Environmental Works,531050,01/12/2020,5100443753,35083.7,Dynniq UK Ltd,108609,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Highways LTP,82004,Environmental Works,531050,01/12/2020,5100443753,1591.66,Dynniq UK Ltd,108609,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Estates & Valuation,43520,Consult.& Prof. Serv,440000,06/11/2020,5100443806,5000.0,CBRE Limited,113065,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Estates & Valuation,43520,Consult.& Prof. Serv,440000,06/11/2020,5100443806,5000.0,CBRE Limited,113065,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Estates & Valuation,43520,Consult.& Prof. Serv,440000,06/11/2020,5100443806,35000.0,CBRE Limited,113065,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Facilities Management,41422,Materials,400500,09/11/2020,5100444038,2990.0,David Webster & Sons Ltd,102202,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Open Spaces,82006,Materials,400500,09/11/2020,5100444039,3020.0,David Webster & Sons Ltd,102202,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Staffing - Cluster Central & South,31540,Materials,400500,09/11/2020,5100444043,840.0,J Lyons Removals,113390,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,Translation Service,52202,Agency Supply,180000,06/12/2020,5100444049,3055.66,DA Languages Ltd,115660,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Core Operational Business,41730,Materials,400500,23/11/2020,5100444054,1499.4,Broxap Ltd,101192,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,Transformation Team,52210,Stationery,430150,06/12/2020,5100444072,2050.0,Computer Futures,116968,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Planning Policy,43440,Consult.& Prof. Serv,440000,09/11/2020,5100444080,1260.0,Ecomotive,115645,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,CIN Team 4,31014,Fees (Including Agents Fees),441450,09/12/2020,5100444103,1406.6,Network Ventures Ltd,110554,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Holding Account,41311,Petrol,300050,10/11/2020,5100444174,1730.4,Standard Fuel Oils Ltd,117478,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Holding Account,41311,Diesel,300100,10/11/2020,5100444175,17178.0,Standard Fuel Oils Ltd,117478,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Effective Practice,33300,Rent Of Premises,220000,06/12/2020,5100444222,3183.8,Halton Borough Council,410008,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,BCF - Equipment Store,54930,Equipment Purchase & Contract,400000,10/11/2020,5100444233,850.0,Nottingham Rehab Limited,101513,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,BCF - Telecare/Sensory,54560,Consult.& Prof. Serv,440000,22/12/2020,5100444310,9167.5,Xylem Resourcing,117981,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Holding Account,41311,Veh Maint. Materials,300000,12/11/2020,5100444390,686.64,Johnston Sweepers Ltd,101251,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,NTH/Quattro Re-Dvelopment,40063,Consult.& Prof. Serv,440000,23/11/2020,5100444391,62500.0,Like Architects Ltd,118027,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,NEO,Neighbourhood & Community Other,83002,Consult.& Prof. Serv,440000,13/11/2020,5100444392,103820.57,Whitfield & Brown Developments Ltd,105435,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,IT - Contracts,23600,Computer Software - Maintenance,450850,13/11/2020,5100444430,1435.26,Phoenix Software Ltd,105022,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Open Spaces,82006,Equipment Purchase & Contract,400000,13/11/2020,5100444431,3217.0,Broxap Ltd,101192,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,PIO,People & Improvement Other,85002,Lifts from Stock,400850,13/11/2020,5100444457,1929.05,Prism Medical UK,108616,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,ICT Projects,23300,Computer Hardware - Purchase,450700,13/11/2020,5100444470,1386.33,Dell,104659,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,Transformation Team,52210,Stationery,430150,06/12/2020,5100444472,2050.0,Computer Futures,116968,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Contracts - SM Commissioning Team 1,55910,Public Health Contribution Payments,540010,06/12/2020,5100444473,515.0,Royal Society for Public Health,115091,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Business Exchange,22260,Computer Software - Maintenance,450850,19/11/2020,5100444481,2891.48,Carpe Diem Incorporated Limited,109442,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Business Exchange,22260,Computer Software - Maintenance,450850,13/11/2020,5100444488,1280.0,Carpe Diem Incorporated Limited,109442,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,BCF - Telecare/Sensory,54560,Equipment Purchase & Contract,400000,13/11/2020,5100444499,1900.0,Pivotell Limited,117935,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,PIO,People & Improvement Other,85002,Annual Maintenance,442100,13/11/2020,5100444503,4328.9,Public-i Group Ltd,117006,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Holding Account,41311,Building Work,200850,16/11/2020,5100444649,7630.0,GLS Coatings Ltd,118016,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Woolston Depot,41331,Building Work,200850,16/11/2020,5100444649,4141.5,GLS Coatings Ltd,118016,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Care Call,54550,Equipment Purchase & Contract,400000,16/11/2020,5100444651,1849.5,Cair (UK) Ltd,117944,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Holding Account,41311,Vehicle Hire Charges,320000,16/11/2020,5100444653,715.0,F G Rowland Ltd,102555,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Highways LTP,82004,Consult.& Prof. Serv,440000,16/11/2020,5100444665,990.0,Wsp Uk Ltd,103007,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Highways LTP,82004,Consult.& Prof. Serv,440000,16/11/2020,5100444665,990.0,Wsp Uk Ltd,103007,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Highways LTP,82004,Consult.& Prof. Serv,440000,16/11/2020,5100444665,990.0,Wsp Uk Ltd,103007,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Highways S106,82003,Consult.& Prof. Serv,440000,16/11/2020,5100444665,990.0,Wsp Uk Ltd,103007,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Public Health Licensing,41550,Subscriptions,470000,16/11/2020,5100444667,975.0,ABC Food Law,118054,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,BCF - Equipment Store,54930,Equipment Purchase & Contract,400000,16/11/2020,5100444672,750.0,Nottingham Rehab Limited,101513,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,CIN Team 4,31014,Fees (Including Agents Fees),441450,16/11/2020,5100444673,1432.7,Network Ventures Ltd,110554,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Holding Account,41311,Veh Maint. Materials,300000,01/12/2020,5100444677,752.25,Turner Groundscare,105201,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,BCF - Telecare/Sensory,54560,Equipment Purchase & Contract,400000,16/11/2020,5100444678,2750.0,Redacted for personal data,114604,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,HOL,Insurance Fund,91100,Insurance Premium,443350,16/11/2020,5100444685,703.84,Navigators & General,114610,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,BCF - Equipment Store,54930,Equipment Purchase & Contract,400000,16/11/2020,5100444692,1915.0,Healthcare Matters,110751,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Care Call,54550,Equipment Purchase & Contract,400000,06/12/2020,5100444700,665.82,Cair (UK) Ltd,117944,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Staffing - Cluster Central & South,31540,Materials,400500,16/11/2020,5100444701,790.0,Simulaids,118043,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Time Square MSCP,44321,Equipment Purchase & Contract,400000,16/11/2020,5100444705,1869.84,APT Skidata Ltd,116308,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Time Square MSCP,44321,Equipment Purchase & Contract,400000,16/11/2020,5100444706,13828.0,APT Skidata Ltd,116308,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Priority Infrastructure,82009,Environmental Works,531050,16/11/2020,5100444712,1636.0,W A P Lawton & Son Ltd,105431,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,IT - Contracts,23600,Computer Software - Maintenance,450850,16/11/2020,5100444725,18488.64,Phoenix Software Ltd,105022,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Priority Infrastructure,82009,Consult.& Prof. Serv,440000,01/12/2020,5100444730,31723.85,TerraQuest solutions Limited,117317,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Building Facilities,41112,Equipment Purchase & Contract,400000,16/11/2020,5100444737,608.8,IIC Products Limited,104677,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Contracts - SM Commissioning Team 1,55910,Public Health Contract Payments,540000,06/12/2020,5100444744,12500.0,NHS Warrington CCG,113053,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Virtual School,31112,Looked after children in Warrington,301000,16/11/2020,5100444745,1600.0,Jellyfish Connect Ltd,118041,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Woolston Depot,41331,Equipment Purchase & Contract,400000,16/11/2020,5100444753,2988.5,C & J Leigh,105951,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Woolston Depot,41331,Equipment Purchase & Contract,400000,16/11/2020,5100444753,535.75,C & J Leigh,105951,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Educational Health & Care,32203,Educational Visits,490100,16/11/2020,5100444754,660.0,Speechwise 2 Ltd,117410,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Inclusion,32207,Fees (Including Agents Fees),441450,16/11/2020,5100444756,925.0,PsyCATS,117777,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,BCF - Equipment Store,54930,Equipment Purchase & Contract,400000,06/12/2020,5100444828,776.48,Prism Medical UK,108616,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Private Sector Hsg.,43660,Environmental Works,531050,17/11/2020,5100444829,530.0,Ritson McKenzie Contractors Ltd,115586,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Holding Account,41311,Vehicle Hire Charges,320000,14/12/2020,5100444832,609.0,F R Sharrock Ltd,105122,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,BCF - Equipment Store,54930,Equipment Purchase & Contract,400000,17/11/2020,5100444837,2115.0,Newlyn Healthcare Ltd,101429,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Homelessness,43650,Emergency Accommodation Allowance,550500,18/11/2020,5100444848,810.0,DANL Limited,116459,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Homelessness,43650,Emergency Accommodation Allowance,550500,18/11/2020,5100444849,595.0,DANL Limited,116459,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,DSG - Medical Needs,32002,Eotas Pupil Funding,490350,17/11/2020,5100444850,2642.5,Integra People,116891,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Highways Other,82005,Consult.& Prof. Serv,440000,18/12/2020,5100444851,4995.98,Network Rail Commercial Property Sp,105053,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,Transformation Team,52210,Stationery,430150,06/12/2020,5100444906,2050.0,Computer Futures,116968,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,High St. Re-opening,42198,Supplies & Services - Covid 19,499919,18/11/2020,5100444921,798.0,3Lg Print Limited,105293,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Children's Contracts,31116,Payment of Grants,470050,06/12/2020,5100444950,26633.25,Halton Borough Council,410008,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Core Operational Business,41730,Materials,400500,18/11/2020,5100444958,1244.98,Walkers Plant Centre,116774,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Virtual School,31112,Looked after children in Warrington,301000,18/11/2020,5100444960,2076.82,Beamont Primary (WPAT),400506,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,PIO,People & Improvement Other,85002,Lifts from Stock,400850,18/11/2020,5100444962,2617.13,Prism Medical UK,108616,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Waste Disposal,41830,Hazardous Waste,530600,18/11/2020,5100444975,2595.0,Woods Building Services Limited,117198,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Holding Account,41311,Veh Maint. Materials,300000,01/12/2020,5100444983,6109.84,Turner Groundscare,105201,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,BCF - Equipment Store,54930,Equipment Purchase & Contract,400000,19/11/2020,5100445022,3019.0,Newlyn Healthcare Ltd,101429,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,Welfare Support,10360,"Campaigns,  Projects and Events",491950,01/12/2020,5100445077,3655.0,Changing Lives in Cheshire,111607,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,On Street Car Parking,44323,Equipment Purchase & Contract,400000,01/12/2020,5100445080,1195.2,Patrol,103313,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,On Street Car Parking,44323,Events on the Highway,531350,01/12/2020,5100445081,606.6,Patrol,103313,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Virtual School,31112,Looked after children in Warrington,301000,20/11/2020,5100445084,1049.28,Sir Thomas Boteler (Academy),400428,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,COR,Debt Management Expenses,62080,Consult.& Prof. Serv,440000,06/12/2020,5100445086,574.0,Bevan Brittan,102113,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Park Development Sites,41423,Annual Maintenance,442100,20/11/2020,5100445096,513.3,Health and Care,115608,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,BCF - Telecare/Sensory,54560,Equipment Purchase & Contract,400000,20/11/2020,5100445105,550.0,Cair (UK) Ltd,117944,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Homelessness,43650,Emergency Accommodation Allowance,550500,20/11/2020,5100445106,1855.0,DANL Limited,116459,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Homelessness,43650,Emergency Accommodation Allowance,550500,20/11/2020,5100445107,910.0,DANL Limited,116459,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Temporary Accomodation,43652,Maintenance Work - Sub Contractors,301150,20/11/2020,5100445107,756.0,DANL Limited,116459,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Highways Other,82005,Named Drainage Schm,532100,20/11/2020,5100445129,176793.05,Xylem Water Solutions UK LTD,117633,2020,December
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Highways Other,82005,Environmental Works,531050,01/12/2020,5100445188,37397.71,Aecom Ltd,106088,2020,December
