BODY,BODY NAME,SERVICE CODE,ORGANISATIONAL UNIT,ORGANISATIONAL UNIT CODE,EXPENDITURE CATEGORY,EXPENDITURE CODE,DATE (POSTING DATE),TRANSACTION NUMBER,AMOUNT,SUPPLIER NAME,SUPPLIER ID,Year,Month
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Rapid Community Response Service,57265,Stationery,430150,27/12/2019,5100415086,1056.0,Banner Group Ltd,111644,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Temporary Accomodation,43652,Maintenance Work - Sub Contractors,301150,19/03/2020,5100423975,1234.05,H Jenkinson + Co Ltd,104829,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Recreation & Games,41431,Materials,400500,01/04/2020,5100425445,2795.0,Agrovista Uk Ltd,101700,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,IT - Contracts,23600,Computer Software - Maintenance,450850,14/07/2020,5100425944,1693.25,Cheshire East Council,410116,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,COR,Markets,43711,Subscriptions,470000,08/04/2020,5100426059,895.0,Nabma,440150,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Traffic and Safety,44350,Safety Fences Cat1,531100,14/07/2020,5100426094,1056.0,Kingdom Security Ltd,101324,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Construction Stores Overhead Account,41320,Uniforms,420000,13/07/2020,5100426251,862.1,Parker Merchanting Ltd,105007,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENP,Environment & Regeneration,82000,Computer Hardware - Purchase,450700,09/04/2020,5100426350,12440.26,Daisy Communications Ltd,107866,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Cemeteries,41410,Materials,400500,06/06/2020,5100426369,2200.0,Teleshore Uk,107211,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Environment & Regeneration Other,82002,Vehicle & Plant Purchase,301350,09/04/2020,5100426410,8400.0,Bartec Auto ID Ltd,112885,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Environment & Regeneration Other,82002,Vehicle & Plant Purchase,301350,09/04/2020,5100426410,2100.0,Bartec Auto ID Ltd,112885,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Highways LTP,82004,Consult.& Prof. Serv,440000,14/07/2020,5100427414,1720.0,Aecom Limited,101037,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Env. Health Public Protection,41530,Consult.& Prof. Serv,440000,28/04/2020,5100427625,2340.0,Cheshire East Council,410116,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,Financial Protection Team,56130,Consult.& Prof. Serv,440000,22/07/2020,5100428134,670.58,Allied Publicity Services (Man) LTD,117019,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,PIO,People & Improvement Other,85002,Lifts from Stock,400850,03/06/2020,5100428336,990.0,ThyssenKrupp Encasa Ltd,105382,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENP,Environment & Regeneration,82000,Materials,400500,27/07/2020,5100429046,1400.0,Signify Commercial UK Limited,105020,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Children's Contracts,31116,Payment of Grants,470050,19/05/2020,5100429263,3275.9,Fostering Network,440069,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,IT - Contracts,23600,Computer Software - Maintenance,450850,29/07/2020,5100429956,4800.0,Nta Monitor Limited,100967,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,BCF - Equipment Store,54930,Equipment Purchase & Contract,400000,02/06/2020,5100430172,2200.0,Newlyn Healthcare Ltd,101429,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Supporting People Contracts,53260,Sheltd/Xtra Care Hsing and Comm Alarms,535050,03/06/2020,5100430229,5725.08,Warrington Housing Current Acc,101208,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENP,Environment & Regeneration,82000,Materials,400500,27/07/2020,5100430233,13891.8,Mallatite Ltd,104914,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,Transformation Team,52210,Computer Software - Purchase,450800,13/07/2020,5100430273,6345.0,Stopford Information System Ltd,101988,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Holding Account,41311,Vehicle Hire Charges,320000,01/07/2020,5100430297,1275.0,F G Rowland Ltd,102555,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Holding Account,41311,Vehicle Hire Charges,320000,01/07/2020,5100430297,2240.0,F G Rowland Ltd,102555,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Contracts - SM Commissioning Team 1,55910,Public Health Contract Payments,540000,06/06/2020,5100430576,1120.0,Brookfield Surgery,108155,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Strategic Transportation,44510,Consult.& Prof. Serv,440000,13/07/2020,5100430748,8356.0,Wsp Uk Ltd,103007,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Cemeteries,41410,Resaleables,400600,08/06/2020,5100430789,8500.0,Rawson Memorials Ltd,117223,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Cemeteries,41410,Resaleables,400600,08/06/2020,5100430800,2200.0,Rawson Memorials Ltd,117223,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,ICT Projects,23300,Computer Hardware - Purchase,450700,08/06/2020,5100430803,529.11,Dell,104659,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Highways LTP,82004,Consult.& Prof. Serv,440000,08/06/2020,5100430810,17941.9,Mott Macdonald Ltd,104950,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Core Operational Business,41730,Oil - Gas,301250,08/06/2020,5100430815,1089.9,Standard Fuel Oils Ltd,117478,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Holding Account,41311,Veh Maint. Materials,300000,16/06/2020,5100430900,924.26,Johnston Sweepers Ltd,101251,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,COR,Markets,43711,Equipment Purchase & Contract,400000,13/07/2020,5100430934,962.54,Bradshaw Electric Vehicles,117580,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,CIN Team 4,31014,Fees (Including Agents Fees),441450,10/06/2020,5100430976,1130.1,Network Ventures Ltd,110554,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Priority Infrastructure,82009,Consult.& Prof. Serv,440000,10/06/2020,5100430980,9972.0,Mott Macdonald Ltd,104950,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Priority Infrastructure,82009,Consult.& Prof. Serv,440000,10/06/2020,5100430981,9468.5,Mott Macdonald Ltd,104950,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Priority Infrastructure,82009,Consult.& Prof. Serv,440000,10/06/2020,5100430982,3248.0,Mott Macdonald Ltd,104950,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,Translation Service,52202,Agency Supply,180000,13/07/2020,5100430988,1686.89,DA Languages Ltd,115660,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,COR,Other Commercial Prop.,43560,Consult.& Prof. Serv,440000,10/06/2020,5100430995,550.0,Brabners LLP,117064,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Care Call,54550,Equipment Purchase & Contract,400000,10/06/2020,5100430999,700.0,Doro AB,115633,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Facilities Management,41422,Materials,400500,10/06/2020,5100431003,683.0,Broxap Ltd,101192,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,Financial Protection Team,56130,Consult.& Prof. Serv,440000,16/06/2020,5100431011,1053.5,Woolton Physiotherapy Clinic,117516,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,Financial Protection Team,56130,Consult.& Prof. Serv,440000,16/06/2020,5100431012,1260.0,Woolton Physiotherapy Clinic,117516,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,Financial Protection Team,56130,Consult.& Prof. Serv,440000,16/06/2020,5100431013,582.0,Woolton Physiotherapy Clinic,117516,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Domestic (Drivers & Collectors),41840,Bulky Waste Collections,442600,11/06/2020,5100431066,7720.28,Changing Lives in Cheshire,111607,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Transition Team,32204,Training,190150,11/06/2020,5100431084,2699.0,Sensory Integration Network,117640,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,BCF - Equipment Store,54930,Equipment Purchase & Contract,400000,11/06/2020,5100431108,878.0,Newlyn Healthcare Ltd,101429,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Holding Account,41311,Vehicle Hire Charges,320000,01/07/2020,5100431109,638.0,F R Sharrock Ltd,105122,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Holding Account,41311,Petrol,300050,11/06/2020,5100431116,1713.2,Standard Fuel Oils Ltd,117478,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Housing Projects,82008,Consult.& Prof. Serv,440000,12/06/2020,5100431160,1462.5,Markhams Limited,117157,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,Transformation Team,52210,Consult.& Prof. Serv,440000,12/06/2020,5100431161,2250.0,Nta Monitor Limited,100967,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Traffic and Safety,44350,Traffic Section,531150,16/07/2020,5100431185,1627.75,TMP UK Ltd,108498,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,DSG Post-16 Special Educational Needs,32309,Fees (Including Agents Fees),441450,12/06/2020,5100431192,635.49,Craigmoor Arden College Priory,117359,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Traffic and Safety,44350,Safety Fences Cat1,531100,15/07/2020,5100431320,1650.0,Kingdom Security Ltd,101324,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Housing Strategy,43620,Employees - Covid 19,199919,15/06/2020,5100431330,506.4,Ashberry Recruitment Limited,117639,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Waste Recycling,41820,CRC Contract,530450,15/06/2020,5100431352,15260.71,Environmental Waste Controls Ltd,102474,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Waste Recycling,41820,CRC Contract,530450,15/06/2020,5100431353,15260.71,Environmental Waste Controls Ltd,102474,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Waste Recycling,41820,CRC Contract,530450,15/06/2020,5100431354,15260.71,Environmental Waste Controls Ltd,102474,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Waste Recycling,41820,CRC Contract,530450,15/06/2020,5100431355,15260.71,Environmental Waste Controls Ltd,102474,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Contingency,45227,Maintenance of Plant & Machinery,250050,15/06/2020,5100431361,7848.96,Mears Limited,114197,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Contingency,45227,Maintenance of Plant & Machinery,250050,15/06/2020,5100431361,1103.2,Mears Limited,114197,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Highways LTP,82004,Environmental Works,531050,08/07/2020,5100431364,520.0,Blue Arrow Traffic Management Ltd,109292,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Priority Infrastructure,82009,Environmental Works,531050,16/06/2020,5100431365,2503.0,Mott Macdonald Ltd,104950,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,Welfare Support,10360,"Campaigns,  Projects and Events",491950,13/07/2020,5100431463,1750.0,Changing Lives in Cheshire,111607,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,NEO,Neighbourhood & Community Other,83002,Computer Hardware - Purchase,450700,17/06/2020,5100431470,1866.63,Dell,104659,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,On Street Car Parking,44323,Car Park Attendants,530250,22/06/2020,5100431476,30086.5,NSL Services Group,113509,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Surface Car Parks,44322,Car Park Attendants,530250,22/06/2020,5100431476,7480.72,NSL Services Group,113509,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Time Square MSCP,44321,Car Park Attendants,530250,22/06/2020,5100431476,30887.21,NSL Services Group,113509,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,NEO,Neighbourhood & Community Other,83002,Consult.& Prof. Serv,440000,18/06/2020,5100431478,297472.66,Whitfield & Brown Developments Ltd,105435,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,ICT Centralised Budget,23100,Computer Software - Maintenance,450850,18/06/2020,5100431479,40800.0,Servelec Social Care Ltd,116539,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,ICT Centralised Budget,23100,Computer Software - Maintenance,450850,18/06/2020,5100431479,6300.0,Servelec Social Care Ltd,116539,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,ICT Centralised Budget,23100,Computer Software - Maintenance,450850,18/06/2020,5100431479,2400.0,Servelec Social Care Ltd,116539,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Woolston Depot,41331,Annual Maintenance,442100,13/07/2020,5100431534,959.0,Clean Waste Ltd,117684,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Core Operational Business,41730,Grounds Maintenance - External,280000,18/06/2020,5100431540,720.0,Duttons Traffic Management Services,115913,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Core Operational Business,41730,Grounds Maintenance - External,280000,18/06/2020,5100431540,975.0,Duttons Traffic Management Services,115913,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Core Operational Business,41730,Grounds Maintenance - External,280000,18/06/2020,5100431540,695.0,Duttons Traffic Management Services,115913,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Core Operational Business,41730,Grounds Maintenance - External,280000,18/06/2020,5100431540,720.0,Duttons Traffic Management Services,115913,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Core Operational Business,41730,Grounds Maintenance - External,280000,18/06/2020,5100431540,675.0,Duttons Traffic Management Services,115913,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Core Operational Business,41730,Grounds Maintenance - External,280000,18/06/2020,5100431540,1440.0,Duttons Traffic Management Services,115913,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Core Operational Business,41730,Grounds Maintenance - External,280000,18/06/2020,5100431540,720.0,Duttons Traffic Management Services,115913,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Core Operational Business,41730,Grounds Maintenance - External,280000,18/06/2020,5100431540,675.0,Duttons Traffic Management Services,115913,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Waste Recycling,41820,CRC Contract,530450,18/06/2020,5100431541,15260.71,Environmental Waste Controls Ltd,102474,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Trust Livewire,45431,Servicing Contracts,200150,19/06/2020,5100431615,1829.19,Mears Limited,114197,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Trust Livewire,45431,Servicing Contracts,200150,19/06/2020,5100431616,2740.56,Mears Limited,114197,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Trust Livewire,45431,Servicing Contracts,200150,19/06/2020,5100431619,542.22,Mears Limited,114197,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Trust Livewire,45431,Servicing Contracts,200150,19/06/2020,5100431620,16898.91,Mears Limited,114197,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Trust Livewire,45431,Servicing Contracts,200150,19/06/2020,5100431621,528.69,Mears Limited,114197,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Trust Livewire,45431,Servicing Contracts,200150,19/06/2020,5100431622,680.76,Mears Limited,114197,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Trust Livewire,45431,Servicing Contracts,200150,19/06/2020,5100431625,784.2,Mears Limited,114197,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Trust Livewire,45431,Servicing Contracts,200150,19/06/2020,5100431627,7185.27,Mears Limited,114197,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,86 Sankey Street,43115,Servicing Contracts,200150,19/06/2020,5100431628,1041.78,Mears Limited,114197,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,School Brow Depot,41330,Servicing Contracts,200150,19/06/2020,5100431629,655.41,Mears Limited,114197,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Bus Interchange,44460,Servicing Contracts,200150,19/06/2020,5100431630,7249.17,Mears Limited,114197,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Woolston Depot,41331,Servicing Contracts,200150,19/06/2020,5100431631,2705.73,Mears Limited,114197,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Gorse Covert Day Centre,45050,Servicing Contracts,200150,19/06/2020,5100431632,1843.68,Mears Limited,114197,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Mosslands Day Centre,45060,Servicing Contracts,200150,19/06/2020,5100431633,780.36,Mears Limited,114197,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Woodleigh Care Home & Day Centre,45059,Servicing Contracts,200150,19/06/2020,5100431634,3337.8,Mears Limited,114197,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Trust Cultural,45432,Servicing Contracts,200150,19/06/2020,5100431637,1520.82,Mears Limited,114197,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Trust Cultural,45432,Servicing Contracts,200150,19/06/2020,5100431638,3816.93,Mears Limited,114197,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Trust Cultural,45432,Servicing Contracts,200150,19/06/2020,5100431639,693.66,Mears Limited,114197,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,DSG - Medical Needs,32002,Eotas Pupil Funding,490350,19/06/2020,5100431644,2940.0,Integra People,116891,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Priority Infrastructure,82009,Consult.& Prof. Serv,440000,19/06/2020,5100431649,500.0,Wsp Uk Ltd,103007,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Contracts - SM Commissioning Team 1,55910,Public Health Contract Payments,540000,13/07/2020,5100431658,12500.0,NHS Warrington CCG,113053,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Contracts - SM Commissioning Team 1,55910,Public Health Contract Payments,540000,14/07/2020,5100431659,4231.08,Warrington And Halton Nhs Ft,440132,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,COR,Markets,43711,Equipment Purchase & Contract,400000,19/06/2020,5100431670,2160.92,Rymack Sign Solutions Ltd,117582,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Construction Stores Overhead Account,41320,Uniforms,420000,19/06/2020,5100431680,568.05,SMI INT Group Ltd,117262,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Development Control,43430,Periodicals & Publ.,430250,19/06/2020,5100431684,844.46,TMP UK Ltd,108498,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Development Control,43430,Periodicals & Publ.,430250,19/06/2020,5100431685,2749.76,TMP UK Ltd,108498,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Development Control,43430,Periodicals & Publ.,430250,19/06/2020,5100431686,548.08,TMP UK Ltd,108498,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,Recruitment & Advertising,52123,Subscriptions,470000,19/06/2020,5100431689,548.5,Cantium Business Solutions Ltd,462309,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,Recruitment & Advertising,52123,Subscriptions,470000,19/06/2020,5100431690,672.0,Cantium Business Solutions Ltd,462309,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,Recruitment & Advertising,52123,Subscriptions,470000,19/06/2020,5100431692,566.0,Cantium Business Solutions Ltd,462309,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,Recruitment & Advertising,52123,Subscriptions,470000,19/06/2020,5100431693,693.5,Cantium Business Solutions Ltd,462309,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,Recruitment & Advertising,52123,Subscriptions,470000,19/06/2020,5100431696,790.0,Cantium Business Solutions Ltd,462309,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Land Drainage,44120,Clean Repair Drains,531000,09/07/2020,5100431704,640.0,General Utilities Services Ltd,101975,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Holding Account,41311,Tyres,300250,22/06/2020,5100431717,5134.84,Lodge Tyre Company,105203,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Urban Traffic Management Control,44370,Signal Equipment,531650,13/07/2020,5100431719,756.91,Bt Red Care,100411,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,BMP Ext Broomfields Jnr,45462,Servicing Contracts,200150,20/06/2020,5100431756,1785.72,Mears Limited,114197,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Little Stars Children's Centre,31511,Servicing Contracts,200150,20/06/2020,5100431763,565.86,Mears Limited,114197,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Great Sankey Children's Centre,31512,Servicing Contracts,200150,20/06/2020,5100431767,734.88,Mears Limited,114197,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Orchard Children's Centre,31531,Servicing Contracts,200150,20/06/2020,5100431771,666.0,Mears Limited,114197,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Sandy Lane Children's Centre,31521,Servicing Contracts,200150,20/06/2020,5100431775,551.22,Mears Limited,114197,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Sunshine Children's Centre,31522,Servicing Contracts,200150,20/06/2020,5100431785,640.62,Mears Limited,114197,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Westy Children's Centre,31541,Servicing Contracts,200150,20/06/2020,5100431788,800.55,Mears Limited,114197,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,IT - Contracts,23600,Computer Software - Maintenance,450850,22/06/2020,5100431878,5197.5,Softcat,109539,2020,July
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,RSC,IT - Contracts,23600,Computer Software - Maintenance,450850,22/06/2020,5100431878,4798.5,Softcat,109539,2020,July
